,Rows,"Угол нашивки, град",Плотность нашивки,"Угол нашивки, град-Плотность нашивки"
"Плотность, кг/м3-Поверхностная плотность, г/м2-Модуль упругости при растяжении, ГПа-Шаг нашивки",,-0.053232686999396206,-0.026778353330000337,-0.04000552016469883
"Плотность, кг/м3-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.009501719261836516,-0.0891987063588442,-0.04935021281034102
"Плотность, кг/м3-Поверхностная плотность, г/м2-Прочность при растяжении, МПа-Шаг нашивки",,0.018060726905260838,-0.069503785715608,-0.025721529405174526
"Плотность, кг/м3-Поверхностная плотность, г/м2-Потребление смолы, г/м2-Шаг нашивки",,-0.01644658758740425,-0.05976670761821623,-0.03810664760281102
"Плотность, кг/м3-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Потребление смолы, г/м2",,-0.041079167429652674,-0.026791598844951636,-0.03393538313730271
"Плотность, кг/м3-Модуль упругости при растяжении, ГПа-Прочность при растяжении, МПа-Шаг нашивки",,0.019145862581130935,-0.03430129071965471,-0.007577714069262609
"Плотность, кг/м3-Модуль упругости при растяжении, ГПа-Потребление смолы, г/м2-Шаг нашивки",,-0.061045663865660016,-0.04266158080776816,-0.05185362233671442
"Плотность, кг/м3-Прочность при растяжении, МПа-Потребление смолы, г/м2-Шаг нашивки",,-0.049217684998677624,-0.05638562351364729,-0.05280165425616301
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Температура вспышки, С_2",,-0.11465136625363703,-0.08890736373698482,-0.1017793649953117
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Поверхностная плотность, г/м2",,-0.07797378040923175,-0.061379591892980034,-0.06967668615110656
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Модуль упругости при растяжении, ГПа",,-0.07233107489470791,-0.09073155913471442,-0.08153131701471217
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Прочность при растяжении, МПа",,-0.05909241964909406,-0.03240943749055458,-0.04575092856982521
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Потребление смолы, г/м2",,-0.04997727997178636,-0.035362800586502985,-0.04267004027914567
"модуль упругости, ГПа-Количество отвердителя, м.%-Содержание эпоксидных групп,%_2-Шаг нашивки",,-0.06712242365053189,-0.05404617413046764,-0.060584298890500876
"модуль упругости, ГПа-Количество отвердителя, м.%-Температура вспышки, С_2-Поверхностная плотность, г/м2",,-0.10054460246732733,0.0004719870231009171,-0.05003630772211365
